ADDRESS,LOCALITY,STATE,ZIP CODE,COUNTY,STREET,TYPE,PRICE,BEDS,BATHS,BUILD DATE,LOT SIZE,SQFT,FEES,VIEW COUNT,DAYS POSTED,DESCRIPTION
        236 Mary St      ,Saugatuck,MI, 49453 ,Allegan ,Mary St,Single-Family Home,$749900,5,4,1900,8712,1772,,114,405,Marywood Manor Bed & Breakfast is a charming 4 Suite Inn located in the heart of the Historic District of Saugatuck just steps from shops restaurants and the riverfront. If you've always imagined owning a B&B this is the perfect place to be. An original farmhouse home with a gracious screened in front porch welcoming your guests to their vacation retreat. Every suite has a spacious sitting room a private full bath and a large bedroom with pillow top mattress and lush linens. The perfect escape. The grand kitchen is in the center of the house and is the perfect set-up for preparing and sharing meals with the guests. The 3 main floor suites all have private entrances. The yard is a garden escape itself that adds another place for guests to enjoy the outdoors.              
        236-239 Mary St      ,Saugatuck,MI, 49453 ,Allegan ,Mary St,Single-Family Home,$1149900,7,5,1900,0.29,2495,,292,433,Marywood Manor Bed & Breakfast and Jan's Cottage to be sold together as a package. Jan's Cottage is a charming 2 bedroom 1 bath home that would be perfect for an Inn Keepers house or it can be rented weekly or nightly along with the B&B. The cottage is Zoned C-1 which allows for expansion of the house multi-family expansion a business or just more space to expand the B&B. The possibilities are endless. Marywood Manor is a 4 Suite Bed & Breakfast all with private full bathrooms large sitting rooms and spacious bedrooms with queen or king beds with soft linens and room to relax. The grand kitchen is in the center of the house and is ideal for preparing and sharing meals with guests. Large screened in porch is the perfect space for relaxing and              
        6115 Masters Ln      ,Saugatuck,MI, 49453 ,Allegan ,Masters Ln,Lot/Land,$70000,,,,1.10,,,140,16,Lot 54. Over an acre with a wooded view and wetlands behind this lot makes for a very private wooded setting.You may choose your own builder. All house & building plans need to be approved by the architectural review committee. All lots in this phase have municipal water and natural gas and have been pre-approved for septic systems. Restaurant and banquet facilities are also available.              
        6118 Masters Ln      ,Saugatuck,MI, 49453 ,Allegan ,Masters Ln,Lot/Land,$70000,,,,1.04,,,140,11,Lot 57. This is an open lot on the Masters Lane cul-de-sac with a great view of the tee box of hole #15. Rear yard will look into a private wooded setting. Community sewer is a bonus to homes built in this phase. You may choose your own builder. All house & building plans need to be approved by the architectural review committee. All lots in this phase have municipal water and natural gas. Restaurant and banquet facilities are also available.              
        6121 Masters Ln      ,Saugatuck,MI, 49453 ,Allegan ,Masters Ln,Lot/Land,$55000,,,,1.06,46173,,113,107,Ravines Lot 55. Come live where you play. Enjoy a premier Arnold Palmer signature golf club in your back yard with a lot that overlooks the fairway of the 11th hole of the golf course. Enjoy great views yet great privacy. Other amenities are association pool club house with restaurant golf practice facility and great high speed internet connection. Building lot has municipal water natural gas street lighting and community sewer so no drain field is needed. Come be apart of this top quality development.              
        6122 Masters Ln      ,Saugatuck,MI, 49453 ,Allegan ,Masters Ln,Lot/Land,$75000,,,,1.34,,,156,50,1.3 acre building site in The Ravines an Arnold Palmer Golf course. Off the main road into a cul-de-sac this private setting overlooks the 11th fairway. A new home has a perfect setting with 180 degree views. This lot has easterly sunrise and westerly sunsets. The community includes a club house restaurant and swimming pool. Association fees are approx. $1350 per year. Architectural plans need approval.              
        560 Mill St      ,Saugatuck,MI, 49453 ,Allegan ,Mill St,Single-Family Home,$689000,3,3,2000,10018,2407,,9,86,As special as Saugatuck itself this custom home built in 2000 is big on design taking its ques from a classic Greek Revival. A very special site tucked into a natural setting across from a nature preserve but only a short walk into downtown Saugatuck. 3 bedrooms and 2 and a half baths in the main house plus a newly finished carriage house apartment. Dramatic living room with 19 foot ceilings and fireplace with classic Greek key mosaic surround. Beautiful kitchen of high end stainless appliances for the chef. Low maintenance grounds with perennial landscape and ground covers and blue stone patios incorporating a sunken hot tub. A screen porch is also available for relaxing right off the dining area. Be the next fortunate owner to call this Home.              
        134 North St      ,Saugatuck,MI, 49453 ,Allegan ,North St,Lot/Land,$175000,,,,1.40,,,538,124,10.57 acres with 2 industrial /commercial neighbors to north of property. Property backs up to City of Saugatuck property.Property is 1 1/2 miles from I-196 interchange exit #41. Municipal water. Very private with few residential neighbors. Property is all wooded.              
        6376 Old Allegan Rd      ,Saugatuck,MI, 49453 ,Allegan ,Old Allegan Rd,Single-Family Home,$219000,3,1,1978,0.95,1056,,21,42,Charming 3 Bedroom One Bath home. Perfect starter home or get-away weekend home. Winding drive on wooded site as home sits back off the road on nearly one acre of ground. Vaulted ceilings open concept living dining & kitchen with plenty of natural light. Quality built modular home by Wausau Homes on a full basement foundation. Hardwood floors and updated kitchen. Efficient hot water baseboard heat with central air installed. Saugatuck & Douglas is just a short distance away and near access to parks marina''s galleries restaurants and Kalamazoo River. Great affordable easily manageable cottage home away from home. Come see this home today!Freshly painted inside hardwood floors redone and new roof all as of 9-20-18.              
        6538 Old Singapore Trl      ,Saugatuck,MI, 49453 ,Allegan ,Old Singapore Trl,Condo,$438900,3,4,2005,,2960,,173,420,This beautifully appointed condo in Saugatuck Twp offers almost 3000 sq ft of living space. The main floor with its large master ste and open concept living area is great for gatherings and cooking in the gourmet kitchen. The deck leads to the patio that has access from the walkout lower level. Great for entertaining. Granite counters are in the kitchen as well as all three full baths. Ample walk in closets provide storage space for all your belongings. The views from the inside the condo are the association's wooded common area and the wooded area behind the condo. You can easily bike or walk to town on the bike trail on Blue Star Highway. Luxury and carefree living at its finest all very close to Lk Michigan beaches galleries restaurants and attractions of the Saugatuck Douglas area              
        6409 Ototeman Trl      ,Saugatuck,MI, 49453 ,Allegan ,Ototeman Trl,Lot/Land,$74900,,,,1.00,,,8,,1+ acre deep sandy wooded lot on a County Road cul-de-sac near Clearbrook Country Club in an established subdivision of homes in the $300 - 500k range.              
        3308 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$75000,,,,0.61,,,140,12,LOT 73. A .6 acre site with hardwoods ravine view and near the end of the Palmer Drive cul-de-sac. You may choose your own builder. All house & building plans need to be approved by the architectural review committee. All lots in this phase have municipal water and natural gas and are approved for septic and drainfield. Restaurant pool and banquet facilities are also available.              
        3309 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$75000,,,,0.95,,,140,17,LOT 70. A spectacular wooded acre lot. You may choose your own builder. All house & building plans need to be approved by the architectural review committee. All lots in this phase have municipal water and natural gas and are approved for septic and drainfield. Restaurant pool and banquet facilities are also available.              
        3314 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$75000,,,,0.65,,,140,21,LOT 74. A .65 acre wooded site that overlooks one of the beautiful ravines in the community. You may choose your own builder. All house & building plans need to be approved by the architectural review committee. All lots in this phase have municipal water and natural gas and are approved for septic and drainfield. Restaurant pool and banquet facilities are also available.              
        3317 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$70000,,,,0.70,,,140,6,LOT 69. A .7 acre wooded home site near the end of the cul-de-sac of Palmer Drive. You may choose your own builder. All house & building plans need to be approved by the architectural review committee. All lots in this phase have municipal water and natural gas and are approved for septic and drainfield. Restaurant pool and banquet facilities are also available.              
        3320 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$69000,,,,1.01,,,140,22,Lot 75 in the Ravines Golf Club Development. Extra large wooded lot with a good size building envelope. Builder of choice is welcome. Come enjoy all the amenities of the club house golf club and swimming pool area. Utilities natural gas and municipal water all in the street.              
        3329 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$70000,,,,0.73,,,140,11,LOT 68. A .7 acre home site with a retention pond view. You may choose your own builder. All house & building plans need to be approved by the architectural review committee. All lots in this phase have municipal water and natural gas and are approved for septic and drainfield. Restaurant pool and banquet facilities are also available.              
        3341 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$60000,,,,0.83,,,140,17,Lot 66. This lot is just under an acre and has a great southern exposure and backing up to the retention pond area. You may choose your own builder. All house & building plans need to be approved by the architectural review committee. All lots in this phase have municipal water natural gas and are approved for septic and drainfield. Restaurant pool and banquet facilities are also available.              
        3366 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$92500,,,,1.74,,,87,6,Choice building site at Ravines Golf community. Not all sites are the same please compare and see why this seller purchased this site. Ideal site for a walk out with a mix of clearing and woods. This is a must see site. Association offers swimming pool club house with restaurant plus more. Convenient location to Saugatuck and Holland. Whether you are looking for your forever home or a summer getaway look no further.              
        3379 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Single-Family Home,$598000,5,4,2014,0.98,3145,,105,238,Wonderful home tucked in with amazing setting and private back yard mixed with woods and nature. This one owner home is amazing from top to bottom and offers space for the entire family. Soaring ceilings with extra windows allowing full views of the outdoors. Open floor plan with large spacious kitchen and separate den/study or family room. 2nd floor wing boasts open area plus four bedrooms and 2 full bath. This is a must-see home and setting. Kick back and relax on the covered back porch orat the community swimming pool. Full unfinished walk out lower level ideal for your imagination. Ravines is a wonderful community whether you golf or are just looking for a community to call home.              
        3457 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$69900,,,,1.70,,,182,3,Lot 32. A Beautiful 1.7 acre building site in the Ravines Golf Community. This site has approval for a 30x40 outbuilding as well as a wooded ravine in the back yard. You may choose your own builder. All house & building plans need to be approved by the architectural review committee. All lots in this phase have municipal water and natural gas and have been pre-approved for septic systems. Restaurant pool and banquet facilities are also available. Come see what this community has to offer today!              
        3465 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$38900,3,,2016,0.80,1870,,68,168,Wooded Lot in the Ravines.              
        3482 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Single-Family Home,$699000,5,4,2003,0.64,4611,,129,127,Beautiful custom home in The Ravines an Arnold Palmer Golf Community. Five bedrooms 3.5 baths and gorgeous Brazilian cherry flooring. Main floor master bedroom has tray ceiling whirlpool tub & walk-in tiled shower.Kitchen features granite counter tops stainless steel appliances walk-in pantry custom cabinetry w/lighting & five burner stove. Adjacent sunroom has Ben Franklin gas fireplace. Lovely deck overlooks 10th Hole & a beautiful view of the woods. Speaker system throughout Zone heating. Walkout basement includes large 5th bedroom wet bar wine cellar workout area theater room with 10' projection TV screen and surround sound speakers & lots of storage with exterior access. Large extended 3 stall garage.Adjacent lot will not be developed offering additional privacy.              
        3486 Palmer Dr #21      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$79900,,,,0.63,,,435,,Beautiful building lot right on the 10th fairway. Check out this value. Close to the clubhouse close to the pool close to the driving range. And right on the 10th fairway. This was one of the 1st lots to sell because of the location. Call today              
        3494 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$94900,,,,0.93,,,1471,34,This Lot/Land is located at 3494 Palmer Dr Saugatuck MI is currently for sale and has been listed on Trulia for 1471 days. This property is listed for $94900. The property has a lot size of 0.93 acres sqft. 3494 Palmer Dr is in Saugatuck MI.              
        3497 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$60000,,,,0.59,,,140,46,Lot 42. This 1/2 acre lot on Phase II needs no tree clearing but offers a rear yard wooded setting. Not far off is the green of hole #8 and the fairway of hole #9. Community sewer is a bonus to homes built in this phase. You may choose your own builder. All house & building plans need to be approved by the architectural review committee. All lots in this phase have municipal water and natural gas and have been pre-approved for septic systems. Restaurant pool and banquet facilities are also available.              
        3547 Palmer Dr      ,Saugatuck,MI, 49453 ,Allegan ,Palmer Dr,Lot/Land,$72000,,,,1.27,,,125,348,Lot 13. The only lot left in Phase I of the beautiful Ravines development. Come enjoy the Arnold Palmer signature fold club swimming pool and clubhouse with restaurant facility. The lot is just a walk across the street from the practice facility. Your builder of choice is welcome. All home plans need approval thru architectural review committee.              
        18 Park St      ,Saugatuck,MI, 49453 ,Allegan ,Park St,Single-Family Home,$765000,4,4,1993,1.33,2433,,97,317,Income property in prime location! On the west side of Kalamazoo River across from the Saugatuck Yacht Club the home (18 Park Street) and carriage house (16 Park Street) are located on separate 1/2 plus lots with separate utilities and the possibility for expansion. Properties being sold together for $765000. Seller is a licensed real estate agent with the state of Michigan.              
        35 Park St      ,Saugatuck,MI, 49453 ,Allegan ,Park St,Single-Family Home,$3990000,4,7,1999,1.70,4804,,155,645,Stunning custom estate on over 1.5 acres and 220 feet of frontage on Lake Kalamazoo with a 110ft boat dock. The home is across the lake from downtown Saugatuck and 15 minutes to the open water of Lake Michigan. The estate includes the main home with nearly 5000sq feet of living space as well as a second home with an additional 2500sq feet. The home has high end design and finishes with 4 bedrooms and 7 baths. The gourmet kitchen with granite countertops and Viking appliances are a chef's dream. The master bedroom has his and her bathrooms and every bedroom is a suite with spectacular lake views. The grounds include a fountain pond gazebo and large outbuilding with separate bath to use as a shop or store the beach toys. This property is a must see with too many features to list.              
        111 Park St      ,Saugatuck,MI, 49453 ,Allegan ,Park St,Single-Family Home,$975000,4,4,1965,0.37,3600,,237,628,Best location on the west side of the river! 4 bedroom 3 full bath 2 half bath two kitchens all large bedrooms second floor bedroom each has own bath best views for all the fireworks and boat watching two boat slips with solid concrete sea wall & deep water slips! Great yard on the water for pool volleyball bags and all the fun stuff fish from your dock front yard has large circular driveway for all your guests to park. Walk to chain ferry to go into Saugatuck close to oval and Mt. Baldhead.              
        184 Park St      ,Saugatuck,MI, 49453 ,Allegan ,Park St,Lot/Land,$159900,,,,1.00,43560,,63,1204,Views of Saugatuck''s Harbor at the corner of Park and Vine on the way to Saugatuck''s Famous Oval Beach. This unique building site has been reviewed and approved by the City of Saugatuck with a varianceMDEQ for Special Exception (permit is good for 5 years). Local Architect Charles Carlson from CKC Architect LLC has developed a fantastic architectural plan that incorporated the views and beauty of the dunes overlooking Kalamazoo Lake and Downtown Saugatuck.              
        615 Park St #5      ,Saugatuck,MI, 49453 ,Allegan ,Park St,Condo,$149900,1,1,1970,,338,$175/,391,1298,Affordable waterfront condominium near the entrance of the Oval Beach on Lake Michigan. Recently renovated fully furnished studio suite opens to a large shared terrace for the best view in town to watch the endless parade of boats and holiday fireworks. Enjoy seasonal waterfront living on the Kalamazoo River with an unbelievable open view of the Saugatuck Harbor Wicks Park and more. Just steps from Mt. Baldhead and the Chain Ferry. Unit has been very popular as a rental. Association fee of $175 monthly includes utilities - coin laundry on lower level - boat slips available to owners for a fee. Seasonal usage from April through November.              
        824 Park St      ,Saugatuck,MI, 49453 ,Allegan ,Park St,Single-Family Home,$1279000,3,4,1999,0.42,3506,,145,534,Kalamazoo River Brick home situated on a manicured property with terraced decking that leads to your private 50 Foot Dock / slips for two large boats. Spacious patio with fire pit and stunning views of the Kalamazoo River. This home is the complete package. New kitchen large island all marble counters stainless appliances wet bar with tons of custom cabinetry. Master Suite with large windows walk in closet and Master Bath. Main level Guest Suite with Living area and private bath. 4 car garage generator and heated driveway. This home is the opulence of Saugatuck Living. All Copper Roof Take the Saugatuck Ferry across the River for a stroll through Downtown.              
        3100 Red Oak Dr #11      ,Saugatuck,MI, 49453 ,Allegan ,Red Oak Dr,Lot/Land,$78000,,,,0.94,,,115,75,Beautiful wooded acre lot on a private road with water views of the Kalamazoo River and water access by way of the association walking trail. Wildlife abounds in this quiet serene community great for biking hiking and minutes away from downtown Saugatuck. Build your dream cottage or home and you choose the builder. Wooded areas like this are far and few between!              
        3114 Red Oak Dr #9      ,Saugatuck,MI, 49453 ,Allegan ,Red Oak Dr,Lot/Land,$78000,,,,0.93,,,115,29,Beautiful wooded acre lot on a private road with water views of the Kalamazoo River and water access by way of the association walking trail. Wildlife abounds in this quiet serene community great for biking hiking and minutes away from downtown Saugatuck. Build your dream cottage or home and you choose the builder. Wooded areas like this are far and few between!              
        3115 Red Oak Dr      ,Saugatuck,MI, 49453 ,Allegan ,Red Oak Dr,Single-Family Home,$472000,3,2,2006,1.80,2100,,100,296,A beautiful custom-built Mediterranean style home that sits by the Kalamazoo River on a quiet cul-da-sec surrounded by a canopy of native oak trees and abundance of wildlife. Located several miles from downtown Saugatuck public boat launch and walking trails. This 3 bedroom 2 bath main floor living space features an open floor plan with Brazilian cherry hardwood floors throughout granite counter tops with flagstone eating bar in kitchen a four season room with hot tub and a lower level walkout. Outdoor living with all the entertaining essentials: spacious stamped concrete patio with underground lighting built in flagstone grillstone fire pit along with indoor/outdoor surround sound for your listening pleasure.Additional perks include:              
        3138 Red Oak Dr      ,Saugatuck,MI, 49453 ,Allegan ,Red Oak Dr,Lot/Land,$115000,,,,0.92,,,115,165,Building lot just minutes from Holland Saugatuck and Douglas this acre or so lot is surrounded by open space on 3 sides & DNR (State of Michigan) for a most beautiful place to build that year-round or summer home with access to the DNR marshland. Can fish duck and goose hunt kayak canoe and get to Lake Kalamazoo with boat dock permit. (Buyer to verify). Nothing between you and Michigan''s finest. Off of Silver Lake Drive on the Kalamazoo River and marsh.              
        3144 Red Oak Dr      ,Saugatuck,MI, 49453 ,Allegan ,Red Oak Dr,Lot/Land,$115000,,,,1.07,,,364,196,Building lot just minutes from Holland Saugatuck and Douglas this acre or so lot is surrounded by open space on 3 sides & DNR (State of Michigan) for a most beautiful place to build that year-round or summer home with access to the DNR marshland. Can fish duck and goose hunt kayak canoe and get to Lake Kalamazoo with boat dock permit. (Buyer to verify). Nothing between you and Michigan''s finest. Off of Silver Lake Drive on the Kalamazoo River and marsh. A well has been drilled on the lot.              
        S Maple St      ,Saugatuck,MI, 49453 ,Allegan ,S Maple St,Lot/Land,$89000,,,,10271,,,299,141,Great wooded building site on the hill in the city of Saugatuck. Great location walking distance to downtown Saugatuck. Corner lot-can accommodate a 2500 sq ft main floor home. City water and sewer. natural gas at street.              
        465 S Maple St      ,Saugatuck,MI, 49453 ,Allegan ,S Maple St,Single-Family Home,$259900,1,2,1930,0.40,576,,56,228,Cute cute... Saugatuck cottage. This charming home has been meticulously maintained and has a proven rental history. Along with the master bedroom there is a walk through bedroom for guests. It is a short walk to all that Saugatuck has to offer as well as the waterfront. Take this opportunity to own an adorable get-away home in this delightful Lakeshore community.              
        530 S Maple St      ,Saugatuck,MI, 49453 ,Allegan ,S Maple St,Single-Family Home,$364900,4,2,2003,0.30,1136,,218,1157,Modern 'Treehouse' a walk from Saugatuck/Douglas! Featuring three outdoor decks and a screened porch this one-of-a-kind Saugatuck home is perched among the treetops with a wall of windows to the lush outdoors. Modern lines and warm woodwork create a cool and confident yet friendly and inviting feel. An open floor plan allows for gathering with friends and family while 3-4 bedrooms 2 full baths and an extra living space on the lower level provide enough space to spread out and unwind. This home is ideally located between Saugatuck and Douglas just steps from the bridge and a walk to each downtown area. Relax and enjoy your own home or reap the rewards of this highly sought-after vacation rental investment. Cookie cutters are for the holidays - Step into 2018 with something unique and exciting!              
        6104 Saint Andrews Ln      ,Saugatuck,MI, 49453 ,Allegan ,Saint Andrews Ln,Lot/Land,$70000,,,,1.07,,,140,16,LOT 62 Phase IV of the beautiful Ravines Golf Community. Over an acre of level property covered with pines. It is located at the end of the St. Andrews cul-de-sac. A great private setting. You may choose your own builder. All house & building plans need to be approved by the architectural review committee. All lots in this phase have municipal water and natural gas and are approved for septic and drainfield. Restaurant pool and banquet facilities are also available.              
        6535 Sanctuary Trl      ,Saugatuck,MI, 49453 ,Allegan ,Sanctuary Trl,Single-Family Home,$399900,4,4,2015,8712,3626,,103,236,Beautiful 2-story traditional in The Sanctuary development of Saugatuck. Energy efficient construction still under it''s 10 year structural warranty. Current owner loaded this home with upgrades including extra windows and glass sliders upgraded lighting pkg 5.1 surround sound in living room and rec room iron stair railings extra closet systems 10k in stamped concrete patio and firepit extra large garage etc. Great room with tray ceiling and designer wainscoting is centered around a stone fireplace and open to the gourmet kitchen. Kitchen has large quartz center island and quartz counters plus a double oven and wine frig. Large master suite with bathroom offering tiled shower and a dual vanity granite counter. Lower level has a finished Rec room wired for 9.2 surround sound              
        6538 Sanctuary Trl      ,Saugatuck,MI, 49453 ,Allegan ,Sanctuary Trl,Lot/Land,$55000,,,,6969,,,31,107,Affordable Saugatuck building site just a quick bike to all town activities including the waterfront school and more. Within walking distance to Clearbrook Golf and Restaurant. Choose your own builder for this privately owned parcel. Wooded site with Public Water & Sewer plus under ground utilities. Great opportunity to build your vacation getaway or your forever home. Building restrictions are on file. Purchase now and build later.              
        570 Shorewood Dr      ,Saugatuck,MI, 49453 ,Allegan ,Shorewood Dr,Single-Family Home,$1750000,4,2,1936,0.34,2290,,455,924,Don''t miss out on your chance to own this impeccably preserved historic 1936 Lake Michigan beach cottage in the Shorewood Association in Saugatuck at the end of Campbell Road. On one of the largest lots in the association with no steps to the beach a huge lakeside deck a 2-story stone fireplace with stones found on site when built in the mid 30''s. First time offered outside of the family in 80 years these cottages rarely get offered. Prime location with a pathway at the north end of the road that leads through the wood to the historic Chain Ferry across the Kalamazoo River to downtown Saugatuck and within walking distance to Mt Baldhead the Historic Museum the Yacht Club and the association tennis and pickle ball courts. This is a season cottage but does have a furnace for              
        6331 Silver Lake Dr #2      ,Saugatuck,MI, 49453 ,Allegan ,Silver Lake Dr,Lot/Land,$72000,,,,1.25,,,805,70,Beautifully wooded lot on a private road surrounded by Silver Lake and the Kalamazoo River. Wildlife abounds in this quiet serene community. Great area for hiking biking and minutes away from downtown Saugatuck. Build your dream house or cottage and you choose the builder! Wooded areas like this are far & few between!!              
        450 Spear St      ,Saugatuck,MI, 49453 ,Allegan ,Spear St,Single-Family Home,$525000,3,3,1900,9147,2124,,149,606,This home appears to be a cozy cottage and with two fireplaces it is that. But it is also surprisingly spacious and very versatile. There is a great room addition and renovation with bamboo floors updated baths and kitchen with stainless appliances and granite. New furnace. The office can be used as an additional bedroom. The guest house/studio has kitchenette and new bath. The screen porch paneling system allows for three seasons of enjoyment. Outdoor patio with fountain and low maintenanceperennial gardens. A quick walk will take you to all the town's attractions. (An opportunity to live on the hill in one of Saugatuck's most charming neighborhoods.)              
        550 Spear St      ,Saugatuck,MI, 49453 ,Allegan ,Spear St,Single-Family Home,$1250000,4,4,2016,1.70,3664,,271,1339,This remarkable home constructed in 2016 sits on a spectacular lot on the hill in Saugatuck. With clean contemporary lines and features throughout you'll have four bedrooms and three and a half baths. The main great room overlooks the Peterson Nature Preserve with breathtaking year round views. The gourmet kitchen is a cook's dream as well as a friends and family gathering place. The home is all main floor living with two guest rooms and a bath on the second floor and a fourth bedroom and bath in the lower level. Top of the line fixtures throughout along with energy saving features make for comfortable living. A total of 3664 sq ft of pure contemporary elegance can be yours. All within walking distance to town and the area restaurants and attractions and a short drive to Lake Michigan.              
        6426 Waterfall Way      ,Saugatuck,MI, 49453 ,Allegan ,Waterfall Way,Single-Family Home,$438900,3,2,2008,2178,1650,,184,404,This home has it all! You will fall in love with as a year round hm vacation hm or investment with exc. rental history. Nestled in the woods at the end of a cul-de-sac and dead end for total privacy and a bike ride away on the bike path to the resort towns of Saugatuck/Douglas for all your entertainment. 2 story vaulted ceiling greets you as you enter the hm along with a 2 story fieldstone FP. It screams ''Cozy''! Entertain guests in the open kitchen and dining areas with lots of seating. Thescreened porch offers even more seating for dining with a view of the surrounding woodland and hot tub. Mster bdrm ste and private bth with Lge cozy loft area. Steps away is the Assoc pool & boardwalk to Goshorn Lk a 26 AC gem with sandy bottom for sunsets fishing and kayaking. Fully furnished.              
        3410 Hidden Meadows St      ,Zeeland,MI, 49464 ,Allegan ,Hidden Meadows St,Single-Family Home,$285000,4,2,1978,4.79,2428,,53,455,Enjoy peace and privacy in this 4 BR/ 2 Bath home on 4.79 acres. A natural paradise where you will see lots of wildlife. The home overlooks a pond and has woods surrounding along with a 32 x 40' pole barn. The home features aggregate patio brick hearth around stove large master bedroom with private deck and Dining area with slider to deck. New siding roof deck and patio in 2007; new floors tile and paint in 2012. Walkout lower level features wood burning stove in Family Room 4th BR Bathroom Laundry and office area with tongue & Groove wood. The 32 x 40' pole barn has heat electric & water; and is divided into 1/2 workshop and 1/2 Rec Room with pool table & wet bar. Zeeland schools natural gas & secluded acreage make this a home you don't want to miss!              
        1140 E Hubert Rd      ,Spruce,MI, 48762 ,Alpena ,E Hubert Rd,Single-Family Home,$68000,3,2,,4.00,1248,,142,162,Enjoy a quiet country setting in this 3 bedroom home on 4 acres with a pond! This home has newer siding and windows all new plumbing in 2016 a newer foundation on the back of the home a large 2 car garage and the roof was replaced in 2007! Interior needs TLC but most of the big ticket items have been updated for you!              
        14316 N US Highway 23      ,Spruce,MI, 48762 ,Alpena ,N Us Highway 23,Single-Family Home,$49900,2,1,2007,,1130,,370,673,Kitchen/Living Room12x32 Family Room 9.5x 22 Bed. 12x15 Bed.11x15.5 Very Cute and just like new home sitting on a high bluff overlooking rolling fields. Sitting way back off the highway with a 25ft. deeded easement to access. This home features metal roof on both house and garage  all knotty pine inside  wood floors in bedrooms and tiled kitchen/living room and bath. The family room has double doors that go out to the deck. The garage is 24x32 and has a large workshop inside wired and insulated and all set up for its own bath. This home is run by propane generator and wood. Everything is in good working order. Electric is 1600 Ft. from US-23. This is a must see home ready for family or just an up north get-away.              
        107 Arbor Ln #3      ,Alpena,MI, 49707 ,Alpena ,Arbor Ln,Lot/Land,$12000,,,,0.51,,,1982,25,Excellent location for professional office zoned commercial building. Surrounding parcels are doctor offices.              
        319 Barry St      ,Alpena,MI, 49707 ,Alpena ,Barry St,Single-Family Home,$131000,3,2,,9147,3072,,69,286,Well maintained brick cape cod style home with three bedrooms one and a half bathrooms some hardwood floors gas log fireplace for those cozy evenings full basement and a two car detached garage.              
        108 Blue Heron Dr      ,Alpena,MI, 49707 ,Alpena ,Blue Heron Dr,Condo,$119500,3,3,1988,,1887,,8,136,Great value and quality in this home located within walking distance to Lake Huron. This home is move-in ready. Plenty of opportunity to walk fish and kayak. Heating (17) new. Zoned and air conditioning for efficiency. Garage is insulated finished and heated. Wired for an outdoor hot tub. Spacious 3 bedroom 2.5 baths plus a loft for library or office. You should view this opportunity!              
        100 Bristol Ct      ,Alpena,MI, 49707 ,Alpena ,Bristol Ct,Single-Family Home,$349900,4,3,1998,0.50,5334,,86,154,Executive home in an upscale subdivision located in a peaceful cul-de-sac off Barrington Circle. Quality brick construction with an accented tudor design. Full basement offers an additional family room area storage closets exercise room and easy access to all the mechanicals. Marble tile leads to the kitchen inspired by the classic look of oak cabinetry and Corian countertops. The living room showcases vaulted ceilings skylights and gas fireplace. Main level master suite with walk-in closet and en-suite bath with bonus whirlpool tub and bidet. Three bedrooms and full bath on the upper level. Deck area and gazebo extend into the private backyard. Finished 3 car garage provides ample space for storage and parking. Beautifully landscaped yard that wraps around the entire home.              
        11112 Bushey Rd      ,Alpena,MI, 49707 ,Alpena ,Bushey Rd,Single-Family Home,$269900,3,3,1996,19.63,3280,,43,296,Acreage Riverfront & Pond! This beautiful home offers so many features that you can't find anywhere else. The view from the back deck overlooks the artesian fed pond and 500+ feet on the river. Open floor plan on both levels. Living room has a cathedral ceiling wood floors & gas fireplace. There's a covered porch on the front if you want to escape the sun. Master suite has double closets & a tiled bathroom with jet tub and separate shower. All bedrooms have large closets. Convenient main floor laundry. Yard is partially irrigated. Walk-out basement has a wood burning stove a bathroom a wet bar & a pool table that will stay: you may never want to leave. There's a 26x30 2-car att garage & a 30x40 pole barn with electricity and water. Truly amazing to have all of this in one package!              
